Step	Loss	GPU Memory (MB)	CPU Usage (%)	Step Time (s)
Total Training Samples: 6961
Unique Samples: 6769
68	6.8684	9900.30	7.00	0.3115
68	6.4889	9900.30	8.30	0.3082
68	7.2892	9900.30	10.00	0.3091
68	6.4856	9900.30	6.10	0.3111
68	6.0909	9900.30	7.40	0.3097
68	7.5537	9900.30	5.20	0.3075
68	6.5081	9900.30	9.00	0.3135
68	6.7163	9900.30	10.10	0.3106
68	7.5644	9900.30	10.20	0.3152
68	6.6098	9900.30	5.10	0.3078
68	7.1192	9900.30	7.10	0.3090
68	7.0349	9900.30	8.60	0.3096
68	6.5563	9900.30	7.20	0.3109
68	6.3638	9900.30	8.80	0.3078
68	6.4425	9900.30	7.10	0.3088
68	6.6467	9900.30	9.30	0.3105
68	6.5118	9900.30	7.70	0.3108
68	7.3205	9900.30	7.90	0.3124
68	6.4197	9900.30	5.90	0.3074
69	6.3644	9900.30	9.80	0.3086
69	6.9205	9900.30	7.70	0.3131
69	7.2683	9900.30	7.70	0.3105
69	7.6290	9900.30	5.60	0.3079
69	7.7495	9900.30	8.80	0.3095
69	7.0661	9900.30	9.70	0.3113
69	6.7492	9900.30	10.10	0.3101
69	7.1706	9900.30	5.40	0.3095
69	7.2918	9900.30	7.60	0.3076
69	6.4713	9900.30	6.80	0.3100
69	6.6048	9900.30	8.60	0.3143
69	6.7583	9900.30	9.60	0.3097
69	6.2386	9900.30	6.60	0.3086
69	6.0618	9900.30	9.20	0.3142
69	7.1903	9900.30	8.30	0.3102
69	6.3928	9900.30	7.90	0.3141
69	7.3813	9900.30	8.60	0.3113
69	6.9260	9900.30	8.10	0.3098
69	5.9917	9900.30	8.70	0.3092
69	6.9252	9900.30	8.00	0.3107
69	6.8840	9900.30	5.40	0.3080
69	6.5799	9900.30	5.80	0.3098
69	7.2300	9900.30	13.20	0.3117
69	7.2779	9900.30	6.30	0.3108
69	6.8576	9900.30	6.10	0.3087
69	6.8048	9900.30	9.80	0.3135
69	6.4426	9900.30	8.20	0.3102
69	6.6716	9900.30	10.90	0.3138
69	6.7104	9900.30	6.20	0.3081
69	6.5493	9900.30	5.90	0.3092
69	7.5390	9900.30	9.50	0.3101
69	7.1227	9900.30	7.00	0.3117
70	6.7149	9900.30	5.30	0.3060
70	7.4939	9900.30	10.20	0.3086
70	7.3430	9900.30	10.10	0.3109
70	7.2022	9900.30	6.40	0.3106
70	6.6709	9900.30	9.00	0.3112
70	6.1540	9900.30	5.40	0.3076
70	6.1884	9900.30	5.90	0.3082
70	6.4532	9900.30	11.90	0.3101
70	6.2827	9900.30	9.50	0.3144
70	6.8096	9900.30	5.50	0.3153
70	6.7255	9900.30	6.70	0.3082
70	7.2137	9900.30	7.70	0.3125
70	7.7106	9900.30	7.30	0.3116
70	6.8917	9900.30	11.70	0.3152
70	6.7436	9900.30	5.50	0.3100
70	7.3387	9900.30	6.80	0.3092
70	7.1730	9900.30	10.80	0.3122
70	6.1041	9900.30	9.80	0.3122
70	6.3073	9900.30	4.90	0.3118
70	6.5519	9900.30	13.40	0.3116
70	6.7824	9900.30	8.50	0.3143
70	6.7036	9900.30	9.90	0.3118
70	7.0711	9900.30	6.50	0.3085
70	6.3094	9900.30	10.20	0.3132
70	6.5926	9900.30	7.00	0.3107
70	7.0000	9900.30	12.60	0.3105
70	6.8019	9900.30	6.00	0.3091
70	7.3920	9900.30	6.20	0.3080
70	6.8378	9900.30	7.90	0.3108
70	6.6165	9900.30	9.50	0.3114
70	6.3432	9900.30	5.70	0.3118
70	6.0139	9900.30	10.70	0.3077
71	6.1831	9900.30	8.20	0.3130
71	6.8533	9900.30	7.30	0.3095
71	7.2617	9900.30	9.00	0.3171
71	6.3350	9900.30	5.20	0.3079
71	6.8749	9900.30	6.40	0.3093
71	7.0019	9900.30	12.60	0.3100
71	6.4408	9900.30	6.90	0.3113
71	7.1362	9900.30	5.00	0.3081
71	6.8341	9900.30	6.60	0.3083
71	6.6032	9900.30	9.10	0.3137
71	7.1583	9900.30	7.00	0.3103
71	6.2290	9900.30	11.60	0.3142
71	6.7885	9900.30	5.50	0.3117
71	6.8810	9900.30	6.40	0.3087
71	7.5709	9900.30	10.50	0.3108
71	7.5329	9900.30	6.90	0.3112
71	6.5321	9900.30	5.20	0.3081
71	6.6925	9900.30	10.40	0.3070
71	6.9621	9900.30	8.00	0.3139
71	7.2685	9900.30	9.00	0.3100
71	6.8243	9900.30	8.90	0.3168
71	6.3742	9900.30	5.20	0.3095
71	6.6905	9900.30	10.30	0.3093
71	6.5716	9900.30	8.30	0.3106
71	6.6209	9900.30	8.80	0.3117
71	6.3863	9900.30	6.10	0.3078
71	6.7509	9900.30	6.70	0.3106
71	7.2968	9900.30	8.40	0.3136
71	6.0011	9900.30	9.80	0.3104
71	6.6132	9900.30	5.90	0.3079
71	7.3675	9900.30	8.10	0.3088
71	6.6048	9900.30	7.60	0.3127
72	6.3003	9900.30	8.70	0.3086
72	6.6588	9900.30	5.50	0.3102
72	7.2795	9900.30	9.30	0.3075
72	6.5408	9900.30	7.80	0.3097
72	6.3516	9900.30	7.90	0.3142
72	6.4598	9900.30	8.00	0.3101
72	6.5564	9900.30	4.90	0.3083
72	6.2207	9900.30	7.10	0.3090
72	6.8004	9900.30	11.40	0.3108
72	6.7777	9900.30	7.80	0.3128
72	6.7050	9900.30	9.60	0.3123
72	6.8397	9900.30	6.10	0.3078
72	6.3262	9900.30	7.60	0.3110
72	6.4680	9900.30	9.80	0.3132
72	7.2752	9900.30	11.30	0.3124
72	6.6544	9900.30	7.50	0.3101
72	6.9220	9900.30	6.60	0.3093
72	6.7903	9900.30	13.30	0.3130
72	6.8916	9900.30	6.70	0.3117
72	6.7503	9900.30	11.30	0.3170
72	6.9603	9900.30	8.30	0.3087
72	6.9725	9900.30	6.30	0.3094
72	6.8278	9900.30	9.70	0.3095
72	6.3849	9900.30	6.80	0.3121
72	6.7050	9900.30	6.80	0.3100
72	7.1875	9900.30	10.60	0.3093
72	6.4630	9900.30	10.20	0.3130
72	6.2836	9900.30	8.70	0.3120
72	6.6747	9900.30	5.90	0.3094
72	6.9174	9900.30	9.90	0.3163
72	5.9719	9900.30	7.40	0.3112
72	6.5146	9900.30	15.40	0.3133
73	7.0730	9900.30	6.00	0.3083
73	7.1070	9900.30	8.00	0.3102
73	7.0237	9900.30	7.50	0.3111
73	6.5148	9900.30	9.10	0.3136
73	6.7510	9900.30	9.20	0.3111
73	7.5412	9900.30	6.30	0.3086
73	6.0145	9900.30	9.40	0.3160
73	6.3420	9900.30	8.30	0.3098
73	6.4420	9900.30	9.60	0.3180
73	5.9013	9900.30	5.90	0.3087
73	7.0037	9900.30	10.10	0.3096
73	6.6366	9900.30	9.50	0.3109
73	6.5179	9900.30	7.50	0.3152
73	6.8490	9900.30	10.20	0.3105
73	7.3328	9900.30	5.50	0.3098
73	6.8633	9900.30	8.10	0.3092
73	7.8120	9900.30	13.50	0.3108
73	7.0551	9900.30	6.80	0.3102
73	7.5133	9900.30	7.70	0.3135
73	6.8088	9900.30	6.10	0.3078
73	7.1096	9900.30	8.60	0.3121
73	7.1582	9900.30	6.50	0.3102
73	6.5319	9900.30	13.80	0.3155
73	7.2075	9900.30	7.00	0.3097
73	6.4653	9900.30	6.80	0.3098
73	7.0003	9900.30	9.90	0.3097
73	6.6799	9900.30	9.50	0.3130
73	7.7146	9900.30	7.30	0.3092
73	7.0852	9900.30	13.00	0.3118
73	7.0370	9900.30	5.70	0.3083
73	6.4987	9900.30	6.80	0.3096
73	6.0023	9900.30	10.20	0.3085
74	7.1503	9900.30	6.80	0.3095
74	6.7492	9900.30	4.90	0.3090
74	6.4492	9900.30	11.40	0.3108
74	7.3647	9900.30	10.30	0.3123
74	7.1690	9900.30	6.50	0.3115
74	7.1368	9900.30	8.40	0.3096
74	7.1173	9900.30	8.80	0.3140
74	7.0457	9900.30	12.30	0.3124
74	7.4165	9900.30	9.50	0.3160
74	6.5625	9900.30	7.40	0.3110
74	7.0315	9900.30	6.80	0.3109
74	6.8159	9900.30	11.20	0.3138
74	7.1889	9900.30	6.40	0.3112
74	7.0415	9900.30	10.10	0.3159
74	7.3635	9900.30	6.00	0.3085
74	6.7219	9900.30	9.90	0.3113
74	6.6331	9900.30	7.50	0.3108
74	6.0500	9900.30	9.80	0.3126
74	6.3695	9900.30	8.50	0.3081
74	6.8613	9900.30	10.90	0.3120
74	6.5233	9900.30	8.20	0.3136
74	6.8960	9900.30	10.40	0.3113
74	7.3971	9900.30	4.80	0.3080
74	5.8295	9900.30	10.60	0.3103
74	7.6156	9900.30	10.00	0.3111
74	6.3705	9900.30	12.40	0.3114
74	7.1861	9900.30	5.30	0.3106
74	6.9260	9900.30	7.30	0.3092
74	7.2137	9900.30	7.40	0.3099
74	6.5100	9900.30	8.40	0.3151
74	7.3234	9900.30	9.90	0.3115
74	7.0251	9900.30	8.10	0.3089
75	6.5238	9900.30	7.80	0.3148
75	6.5676	9900.30	10.20	0.3112
75	6.7102	9900.30	5.70	0.3093
75	7.1502	9900.30	10.10	0.3116
75	6.8289	9900.30	10.80	0.3119
75	6.9355	9900.30	10.50	0.3128
75	6.7436	9900.30	6.40	0.3117
75	6.4569	9900.30	8.90	0.3106
75	6.1677	9900.30	7.30	0.3093
75	7.2665	9900.30	8.00	0.3146
75	6.4573	9900.30	11.00	0.3107
75	7.1004	9900.30	4.90	0.3079
75	6.6653	9900.30	11.10	0.3106
75	6.4988	9900.30	6.90	0.3113
75	6.6473	9900.30	9.40	0.3112
75	6.6937	9900.30	10.10	0.3100
75	6.2318	9900.30	6.30	0.3098
75	6.4131	9900.30	9.90	0.3103
75	6.5990	9900.30	9.70	0.3163
75	6.2927	9900.30	7.70	0.3112
75	7.0460	9900.30	6.70	0.3096
75	6.8681	9900.30	10.20	0.3073
75	7.0698	9900.30	8.60	0.3142
75	6.7535	9900.30	7.40	0.3099
75	6.4784	9900.30	9.00	0.3143
75	7.1261	9900.30	5.40	0.3082
75	6.8130	9900.30	7.90	0.3103
75	7.5951	9900.30	10.40	0.3113
75	6.3354	9900.30	11.70	0.3171
75	6.9352	9900.30	5.40	0.3097
75	6.4188	9900.30	9.90	0.3107
75	6.5737	9900.30	8.20	0.3132
76	6.4803	9900.30	8.80	0.3104
76	6.6726	9900.30	11.60	0.3149
76	7.4057	9900.30	7.80	0.3115
76	6.5633	9900.30	6.60	0.3094
76	5.8279	9900.30	9.70	0.3101
76	7.4075	9900.30	7.00	0.3119
76	6.7076	9900.30	6.40	0.3084
76	6.9290	9900.30	14.30	0.3168
76	6.2528	9900.30	6.50	0.3112
76	6.1499	9900.30	9.00	0.3110
76	6.5504	9900.30	5.70	0.3085
76	6.3830	9900.30	9.20	0.3130
76	6.3797	9900.30	11.90	0.3110
76	6.5439	9900.30	10.50	0.3148
76	6.9064	9900.30	6.00	0.3079
76	6.8064	9900.30	9.30	0.3109
76	7.5545	9900.30	8.60	0.3135
76	6.2061	9900.30	7.10	0.3103
76	7.2020	9900.30	6.20	0.3085
76	7.1157	9900.30	12.40	0.3106
76	6.8573	9900.30	6.80	0.3122
76	6.7171	9900.30	11.80	0.3136
76	7.0253	9900.30	6.40	0.3100
76	7.0716	9900.30	8.30	0.3111
76	6.5931	9900.30	9.90	0.3109
76	7.0641	9900.30	11.50	0.3166
76	6.7734	9900.30	5.20	0.3104
76	6.2258	9900.30	9.70	0.3106
76	6.5788	9900.30	8.80	0.3152
76	6.7368	9900.30	9.60	0.3121
76	6.7424	9900.30	11.10	0.3141
76	6.3596	9900.30	6.30	0.3088
77	6.6546	9900.30	7.00	0.3090
77	7.4983	9900.30	10.10	0.3097
77	6.8652	9900.30	8.70	0.3130
77	6.3103	9900.30	4.80	0.3084
77	6.2404	9900.30	12.60	0.3104
77	7.0522	9900.30	8.60	0.3131
77	6.2663	9900.30	8.20	0.3130
77	7.4095	9900.30	6.40	0.3080
77	6.9466	9900.30	9.80	0.3148
77	7.5619	9900.30	7.00	0.3098
77	6.8214	9900.30	14.30	0.3194
77	7.5232	9900.30	5.80	0.3076
77	7.1564	9900.30	5.00	0.3073
77	6.9770	9900.30	7.30	0.3095
77	7.0957	9900.30	9.00	0.3102
77	6.6912	9900.30	10.20	0.3110
77	6.3043	9900.30	8.40	0.3111
77	7.3398	9900.30	5.60	0.3079
77	7.2243	9900.30	12.20	0.3171
77	6.5767	9900.30	7.30	0.3105
77	6.2440	9900.30	9.80	0.3174
77	6.3847	9900.30	8.50	0.3085
77	7.1663	9900.30	10.00	0.3125
77	6.8581	9900.30	8.20	0.3120
77	6.6396	9900.30	10.50	0.3146
77	6.4339	9900.30	5.30	0.3082
77	6.8816	9900.30	8.70	0.3099
77	7.1426	9900.30	10.70	0.3116
77	6.7406	9900.30	7.70	0.3119
77	6.2098	9900.30	6.90	0.3102
77	6.6859	9900.30	7.90	0.3097
77	6.3458	9900.30	8.20	0.3095
78	6.6225	9900.30	12.60	0.3152
78	6.7824	9900.30	7.30	0.3106
78	6.8550	9900.30	7.10	0.3095
78	6.2986	9900.30	10.10	0.3087
78	6.9548	9900.30	9.00	0.3123
78	6.7627	9900.30	8.60	0.3098
78	6.4744	9900.30	9.60	0.3110
78	6.5334	9900.30	7.10	0.3079
78	6.9934	9900.30	6.50	0.3110
78	6.3703	9900.30	11.40	0.3150
78	7.0128	9900.30	5.80	0.3075
78	6.6218	9900.30	7.10	0.3103
78	7.4160	9900.30	13.50	0.3151
78	6.1391	9900.30	8.60	0.3114
78	6.7037	9900.30	6.70	0.3093
78	6.3482	9900.30	8.70	0.3107
78	6.8589	9900.30	9.60	0.3117
78	6.8712	9900.30	10.00	0.3121
78	7.0855	9900.30	8.80	0.3113
78	6.9429	9900.30	8.40	0.3085
78	6.9288	9900.30	6.40	0.3106
78	6.6349	9900.30	9.20	0.3146
78	6.2276	9900.30	6.70	0.3108
78	7.5417	9900.30	7.90	0.3103
78	6.2804	9900.30	7.40	0.3137
78	6.6026	9900.30	14.00	0.3124
78	6.3711	9900.30	8.10	0.3133
78	7.1523	9900.30	7.00	0.3103
78	7.0285	9900.30	6.90	0.3095
78	6.9318	9900.30	10.50	0.3136
78	6.8317	9900.30	7.50	0.3118
78	6.5069	9900.30	11.20	0.3115
79	6.6059	9900.30	7.30	0.3064
79	6.6452	9900.30	8.60	0.3153
79	6.8166	9900.30	8.80	0.3131
79	7.6978	9900.30	7.40	0.3138
79	6.3605	9900.30	7.00	0.3092
79	6.9537	9900.30	8.40	0.3077
79	6.8147	9900.30	10.70	0.3117
79	6.7886	9900.30	7.90	0.3133
79	6.5876	9900.30	8.20	0.3123
79	6.9041	9900.30	6.60	0.3084
79	6.3911	9900.30	10.30	0.3125
79	6.9038	9900.30	10.20	0.3108
79	7.0425	9900.30	10.00	0.3123
79	6.5218	9900.30	5.20	0.3086
79	6.7984	9900.30	9.60	0.3142
79	6.7986	9900.30	7.80	0.3095
79	7.2836	9900.30	7.80	0.3153
79	6.7044	9900.30	9.80	0.3087
79	7.0917	9900.30	7.50	0.3110
79	7.3606	9900.30	9.50	0.3105
79	6.5197	9900.30	9.20	0.3141
79	6.7393	9900.30	6.30	0.3106
79	6.8325	9900.30	11.70	0.3106
79	6.5071	9900.30	9.30	0.3123
79	5.9120	9900.30	10.30	0.3132
79	6.7113	9900.30	8.50	0.3134
79	6.5725	9900.30	8.00	0.3116
79	7.0174	9900.30	5.40	0.3087
79	7.3002	9900.30	10.50	0.3108
79	7.0946	9900.30	8.90	0.3115
79	5.6971	9900.30	6.60	0.3112
79	7.4270	9900.30	8.20	0.3096
80	6.3681	9900.30	8.40	0.3119
80	7.1195	9900.30	13.00	0.3122
80	6.6263	9900.30	9.30	0.3138
80	6.3558	9900.30	5.80	0.3106
80	6.6376	9900.30	9.90	0.3111
80	6.9875	9900.30	6.20	0.3114
80	7.2896	9900.30	11.30	0.3146
80	6.3878	9900.30	9.90	0.3106
80	6.6671	9900.30	7.50	0.3086
80	6.4756	9900.30	8.40	0.3098
80	6.5286	9900.30	7.90	0.3115
80	6.3733	9900.30	9.40	0.3107
80	6.7696	9900.30	5.00	0.3103
80	6.6797	9900.30	11.30	0.3105
80	7.1691	9900.30	8.10	0.3098
80	6.9638	9900.30	10.60	0.3172
80	6.3750	9900.30	6.10	0.3085
80	6.1123	9900.30	8.10	0.3122
80	6.1112	9900.30	7.50	0.3146
80	6.6157	9900.30	13.20	0.3129
80	6.6840	9900.30	6.20	0.3083
80	6.1721	9900.30	7.50	0.3111
80	6.7294	9900.30	10.30	0.3151
80	6.9193	9900.30	6.60	0.3104
80	6.8123	9900.30	12.20	0.3164
80	6.4966	9900.30	6.10	0.3081
80	6.6356	9900.30	7.80	0.3097
80	6.5377	9900.30	7.90	0.3240
80	6.4428	9900.30	9.70	0.3122
80	6.0717	9900.30	5.30	0.3097
80	6.7335	9900.30	10.70	0.3096
80	6.0712	9900.30	9.60	0.3137
81	6.3530	9900.30	9.80	0.3099
81	6.2385	9900.30	9.10	0.3130
81	6.7617	9900.30	7.20	0.3102
81	6.4664	9900.30	9.70	0.3083
81	7.1583	9900.30	7.70	0.3113
81	7.2716	9900.30	8.90	0.3135
81	6.2999	9900.30	5.80	0.3110
81	6.3711	9900.30	6.00	0.3078
81	7.0551	9900.30	8.80	0.3113
81	6.2516	9900.30	12.90	0.3115
81	6.6490	9900.30	9.70	0.3109
81	6.7454	9900.30	6.90	0.3108
81	6.5600	9900.30	7.70	0.3083
81	6.5442	9900.30	8.30	0.3128
81	6.9655	9900.30	9.10	0.3147
81	6.9332	9900.30	10.90	0.3113
81	6.6334	9900.30	7.00	0.3087
81	6.3777	9900.30	9.20	0.3161
81	6.3097	9900.30	9.20	0.3109
81	6.5628	9900.30	5.90	0.3083
81	6.4925	9900.30	7.70	0.3100
81	6.4913	9900.30	6.60	0.3119
81	6.3937	9900.30	15.00	0.3119
81	5.9143	9900.30	5.90	0.3111
81	6.8077	9900.30	7.50	0.3093
81	6.3599	9900.30	8.50	0.3096
81	6.9377	9900.30	7.90	0.3163
81	6.6008	9900.30	12.20	0.3119
81	6.6677	9900.30	6.10	0.3093
81	6.3010	9900.30	7.80	0.3092
81	6.4551	9900.30	12.60	0.3131
81	6.2974	9900.30	7.00	0.3102
82	6.9319	9900.30	8.00	0.3126
82	6.4982	9900.30	9.30	0.3083
82	7.4062	9900.30	6.10	0.3083
82	6.9132	9900.30	6.50	0.3111
82	6.5737	9900.30	10.50	0.3200
82	6.3968	9900.30	6.90	0.3101
82	6.8399	9900.30	8.70	0.3100
82	6.6409	9900.30	9.30	0.3091
82	7.6261	9900.30	9.50	0.3152
82	6.3090	9900.30	6.20	0.3069
82	6.2436	9900.30	7.30	0.3089
82	6.6087	9900.30	5.20	0.3069
82	6.1689	9900.30	10.60	0.3087
82	6.5312	9900.30	6.20	0.3067
82	6.5517	9900.30	5.60	0.3066
82	6.7715	9900.30	6.50	0.3063
82	6.7044	9900.30	5.20	0.3060
82	6.5003	9900.30	4.80	0.3069
82	6.8745	9900.30	11.60	0.3077
82	6.8546	9900.30	5.30	0.3069
82	6.9715	9900.30	7.10	0.3084
82	7.0040	9900.30	6.40	0.3062
82	7.1391	9900.30	7.00	0.3086
82	7.5122	9900.30	7.80	0.3063
82	6.7164	9900.30	8.70	0.3089
82	6.7282	9900.30	4.80	0.3057
82	6.5826	9900.30	7.50	0.3090
82	6.8658	9900.30	6.10	0.3057
82	6.6226	9900.30	5.20	0.3060
82	7.0011	9900.30	8.40	0.3066
82	7.0944	9900.30	6.80	0.3062
82	7.4761	9900.30	5.30	0.3073
83	5.8681	9900.30	6.50	0.3065
83	6.5374	9900.30	6.50	0.3064
83	7.1141	9900.30	7.10	0.3077
83	6.6427	9900.30	4.90	0.3116
83	6.2688	9900.30	11.80	0.3089
83	6.6195	9900.30	5.40	0.3064
83	6.5899	9900.30	7.10	0.3088
83	6.1973	9900.30	6.30	0.3067
83	6.2040	9900.30	7.70	0.3094
83	6.8813	9900.30	5.90	0.3069
83	7.3485	9900.30	9.60	0.3065
83	5.9953	9900.30	4.80	0.3077
83	6.8590	9900.30	5.60	0.3076
83	6.3515	9900.30	5.80	0.3079
83	6.5308	9900.30	6.90	0.3109
83	6.7140	9900.30	8.50	0.3077
83	6.4620	9900.30	7.90	0.3101
83	7.0337	9900.30	5.20	0.3071
83	7.2340	9900.30	8.30	0.3089
83	6.3303	9900.30	5.00	0.3079
83	5.9748	9900.30	6.90	0.3089
83	7.3073	9900.30	9.20	0.3075
83	6.7345	9900.30	7.80	0.3088
83	7.9040	9900.30	4.90	0.3081
83	6.6824	9900.30	6.50	0.3074
83	6.1080	9900.30	5.20	0.3068
83	6.7066	9900.30	5.10	0.3083
83	6.5559	9900.30	8.80	0.3078
83	6.6537	9900.30	8.00	0.3095
83	6.5754	9900.30	5.10	0.3078
83	6.1870	9900.30	8.50	0.3095
83	7.8136	9900.30	5.20	0.3080
84	6.8032	9900.30	7.00	0.3075
84	6.6526	9900.30	9.30	0.3070
84	6.1367	9900.30	5.30	0.3079
84	7.3239	9900.30	7.30	0.3074
84	7.4604	9900.30	6.40	0.3077
84	7.5184	9900.30	5.40	0.3079
84	6.0480	9900.30	4.80	0.3076
84	7.3980	9900.30	9.50	0.3090
84	7.1143	9900.30	7.40	0.3096
84	6.9473	9900.30	5.20	0.3075
84	6.0588	9900.30	6.00	0.3074
84	8.1632	9900.30	7.50	0.3091
84	6.7308	9900.30	4.90	0.3067
84	6.2105	9900.30	11.90	0.3080
84	7.1850	9900.30	4.90	0.3072
84	6.1857	9900.30	7.80	0.3078
84	6.1656	9900.30	6.50	0.3072
84	6.5790	9900.30	5.00	0.3074
84	7.1260	9900.30	10.40	0.3107
84	6.5702	9900.30	6.10	0.3066
84	6.9998	9900.30	5.30	0.3060
84	6.6388	9900.30	5.60	0.3059
84	7.5297	9900.30	5.00	0.3071
84	6.5706	9900.30	4.90	0.3070
84	6.8121	9900.30	10.60	0.3110
84	5.9987	9900.30	5.70	0.3105
84	6.6614	9900.30	7.40	0.3111
84	6.5684	9900.30	6.40	0.3098
84	6.2247	9900.30	8.30	0.3108
84	6.3740	9900.30	8.30	0.3160
84	6.3517	9900.30	11.70	0.3087
84	6.2572	9900.30	4.90	0.3076
85	6.5152	9900.30	7.70	0.3067
85	6.5857	9900.30	5.80	0.3072
85	6.9361	9900.30	5.00	0.3079
85	6.5177	9900.30	8.30	0.3073
85	6.2711	9900.30	6.00	0.3077
85	6.4063	9900.30	4.90	0.3078
85	6.6934	9900.30	7.70	0.3083
85	6.8868	9900.30	5.80	0.3079
85	6.4061	9900.30	5.30	0.3083
85	6.5656	9900.30	11.40	0.3100
85	7.0858	9900.30	6.20	0.3080
85	7.3815	9900.30	7.60	0.3104
85	7.3015	9900.30	6.70	0.3082
85	6.7517	9900.30	7.40	0.3098
85	6.4940	9900.30	4.90	0.3074
85	6.5488	9900.30	11.10	0.3100
85	6.2915	9900.30	5.70	0.3079
85	6.4783	9900.30	5.30	0.3077
85	6.4335	9900.30	6.20	0.3080
85	7.0606	9900.30	5.10	0.3080
85	6.2824	9900.30	4.90	0.3076
85	6.3710	9900.30	9.20	0.3077
85	6.7552	9900.30	5.00	0.3072
85	6.5222	9900.30	6.20	0.3065
85	6.6802	9900.30	5.80	0.3070
85	5.8346	9900.30	5.10	0.3077
85	6.3665	9900.30	9.30	0.3072
85	6.8078	9900.30	5.60	0.3088
85	6.8934	9900.30	8.40	0.3096
85	7.1760	9900.30	7.50	0.3115
85	7.0617	9900.30	5.40	0.3076
85	7.7783	9900.30	7.80	0.3092
86	7.3106	9900.30	10.70	0.3109
86	6.7471	9900.30	8.30	0.3087
86	6.6572	9900.30	7.50	0.3110
86	5.7986	9900.30	6.30	0.3085
86	7.7218	9900.30	7.20	0.3097
86	7.1092	9900.30	7.40	0.3130
86	6.4655	9900.30	12.90	0.3110
86	6.3136	9900.30	5.20	0.3150
86	6.9584	9900.30	6.50	0.3087
86	6.2402	9900.30	10.00	0.3138
86	7.0362	9900.30	6.30	0.3109
86	6.6503	9900.30	11.10	0.3139
86	7.0770	9900.30	6.50	0.3078
86	7.2995	9900.30	5.20	0.3072
86	6.3847	9900.30	7.70	0.3099
86	7.3100	9900.30	9.40	0.3142
86	7.2978	9900.30	7.00	0.3100
86	6.3669	9900.30	8.50	0.3080
86	6.1606	9900.30	9.90	0.3086
86	6.8753	9900.30	6.30	0.3106
86	7.0063	9900.30	8.30	0.3114
86	7.2722	9900.30	7.70	0.3094
86	7.5154	9900.30	5.80	0.3083
86	6.6636	9900.30	7.60	0.3091
86	6.5468	9900.30	12.10	0.3132
86	6.5918	9900.30	6.30	0.3107
86	6.2800	9900.30	4.90	0.3098
86	6.1485	9900.30	9.50	0.3096
86	6.8579	9900.30	7.00	0.3115
86	6.8525	9900.30	6.80	0.3081
86	7.7984	9900.30	9.10	0.3086
86	7.8116	9900.30	9.50	0.3111
87	6.4866	9900.30	7.90	0.3099
87	7.2203	9900.30	7.40	0.3113
87	6.6553	9900.30	5.20	0.3082
87	6.5168	9900.30	6.70	0.3095
87	6.6373	9900.30	12.70	0.3137
87	6.4019	9900.30	6.20	0.3101
87	7.2676	9900.30	5.00	0.3081
87	5.7764	9900.30	8.20	0.3130
87	6.2807	9900.30	8.40	0.3106
87	6.6423	9900.30	8.10	0.3132
87	7.3175	9900.30	8.50	0.3078
87	6.1966	9900.30	7.90	0.3101
87	7.0806	9900.30	6.40	0.3103
87	7.2196	9900.30	9.30	0.3114
87	6.9670	9900.30	6.40	0.3100
87	6.7815	9900.30	6.40	0.3083
87	6.6546	9900.30	12.30	0.3146
87	6.3330	9900.30	8.00	0.3105
87	6.7125	9900.30	7.70	0.3133
87	6.7244	9900.30	6.10	0.3077
87	6.9029	9900.30	7.00	0.3090
87	6.2203	9900.30	9.00	0.3099
87	6.4639	9900.30	10.10	0.3110
87	6.3267	9900.30	4.80	0.3093
87	6.9049	9900.30	7.10	0.3096
87	7.1236	9900.30	7.50	0.3109
87	6.5101	9900.30	7.40	0.3119
87	6.7866	9900.30	6.50	0.3099
87	7.2534	9900.30	5.30	0.3084
87	7.1085	9900.30	7.30	0.3097
87	6.7494	9900.30	7.50	0.3137
87	6.6799	9900.30	5.60	0.3083
88	6.8497	9900.30	5.30	0.3079
88	6.6545	9900.30	8.60	0.3129
88	6.4774	9900.30	6.90	0.3107
88	6.8367	9900.30	5.10	0.3072
88	6.1892	9900.30	6.50	0.3089
88	6.9315	9900.30	8.30	0.3109
88	6.3012	9900.30	6.30	0.3106
88	7.5241	9900.30	7.80	0.3104
88	6.5905	9900.30	4.80	0.3084
88	6.8119	9900.30	6.90	0.3094
88	7.3852	9900.30	7.70	0.3141
88	6.3066	9900.30	6.30	0.3101
88	6.7131	9900.30	4.90	0.3077
88	7.2150	9900.30	5.50	0.3085
88	6.4365	9900.30	8.40	0.3173
88	6.3927	9900.30	6.60	0.3110
88	6.6885	9900.30	7.70	0.3147
88	7.0389	9900.30	4.80	0.3073
88	6.6129	9900.30	6.00	0.3085
88	6.2778	9900.30	6.30	0.3112
88	6.0080	9900.30	8.50	0.3115
88	5.8489	9900.30	5.30	0.3096
88	6.8068	9900.30	6.40	0.3079
88	6.5804	9900.30	8.20	0.3131
88	7.0726	9900.30	7.10	0.3107
88	6.3590	9900.30	7.60	0.3142
88	6.3550	9900.30	4.80	0.3078
88	7.1049	9900.30	6.20	0.3085
88	5.9384	9900.30	9.10	0.3108
88	6.8908	9900.30	6.10	0.3113
88	6.7651	9900.30	4.80	0.3087
88	6.7186	9900.30	5.90	0.3081
89	6.5892	9900.30	8.70	0.3106
89	6.0540	9900.30	6.60	0.3109
89	7.2773	9900.30	4.90	0.3099
89	6.8562	9900.30	7.20	0.3147
